Price,Adj Close,Adj Close,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
2018-02-22,,,,0.3199999928474426,16.870283126831055,,,0.33000001311302185,17.05657649575154,,,0.3199999928474426,16.74220686277285,,,0.32499998807907104,17.03149867365059,,,30100.0,17529000,
2018-02-23,,,,,17.294818878173828,,,,17.345871388162145,,,,16.892676796400377,,,,17.03866630455134,,,,22273000,
2018-02-26,,,,,17.772192001342773,,,,17.820555637717334,,,,17.299294001422197,,,,17.426475109982462,,,,23631000,
2018-02-27,,,,,17.327959060668945,,,,17.89400390113197,,,,17.31900244953707,,,,17.74711923682676,,,,28223000,
2018-02-28,,,,,17.18376350402832,,,,17.614565786163293,,,,17.136293288802943,,,,17.41483828928369,,,,36083000,
2018-03-01,,,,,17.023439407348633,,,,17.52231046841823,,,,16.848789778547587,,,,17.240184933415957,,,,30036000,
2018-03-02,,,,,17.422895431518555,,,,17.455139572083077,,,,16.314988470020392,,,,16.57382820163342,,,,27758000,
2018-03-05,,,,,17.7963809967041,,,,17.91460553868923,,,,17.128232792261112,,,,17.270640015174795,,,,32924000,
2018-03-06,,,,,18.670934677124023,,,,18.811007211800526,,,,17.914004545765927,,,,17.97057200374151,,,,76363000,
2018-03-07,,,,,19.012130737304688,,,,19.067800773171456,,,,18.329726663551018,,,,18.481472295987338,,,,56256000,
2018-03-08,,,,,19.1019229888916,,,,19.299460354133238,,,,18.941198136467122,,,,19.215057885225686,,,,37804000,
2018-03-09,,,,,20.198259353637695,,,,20.299721112434955,,,,19.209669984728627,,,,19.240198938079516,,,,66568000,
2018-03-12,,,,,20.53048324584961,,,,20.651699951075443,,,,20.02316926752112,,,,20.24764426698933,,,,49288000,
2018-03-13,,,,,20.110261917114258,,,,21.089871988031778,,,,19.971985946131998,,,,20.65528742904523,,,,49462000,
2018-03-14,,,,,19.990840911865234,,,,20.304208774987984,,,,19.848973607900806,,,,20.0231646741336,,,,32919000,
2018-03-15,,,,,20.030351638793945,,,,20.38232858056352,,,,19.982761683227885,,,,20.11295758081113,,,,24462000,
2018-03-16,,,,,19.926193237304688,,,,20.20274690182612,,,,19.869625792595137,,,,20.129118455475744,,,,24958000,
2018-03-19,,,,,19.53650665283203,,,,19.667599963738603,,,,19.03996843105096,,,,19.606543767110036,,,,40981000,
2018-03-20,,,,,19.675678253173828,,,,19.86064504873305,,,,19.5697260502344,,,,19.61821340628815,,,,22238000,
2018-03-21,,,,,20.138097763061523,,,,20.455954398154944,,,,19.844484807999045,,,,19.92170459387889,,,,35675000,
2018-03-22,,,,,19.288692474365234,,,,20.016888566176046,,,,19.273427992804194,,,,19.798698789463412,,,,32495000,
2018-03-23,,,,,18.194141387939453,,,,19.347044916405512,,,,18.18785611767318,,,,19.2195429856007,,,,52235000,
2018-03-26,,,,,19.30125617980957,,,,19.306644044946616,,,,18.61077026429038,,,,18.914261548758173,,,,34588000,
2018-03-27,,,,,18.193246841430664,,,,19.70531027414682,,,,18.017259229743836,,,,19.684659645286178,,,,42923000,
2018-03-28,,,,,17.617694854736328,,,,18.11513047251347,,,,17.442604641728927,,,,17.924775782525995,,,,35239000,
2018-03-29,,,,,18.241731643676758,,,,18.63142015606348,,,,17.686829560542634,,,,17.78739389596943,,,,35782000,
2018-04-02,,,,,17.407581329345703,,,,18.217487271513516,,,,17.18131158326568,,,,18.091781857024614,,,,35505000,
2018-04-03,,,,,17.775728225708008,,,,17.91939209784058,,,,17.41387289968199,,,,17.771237766361615,,,,26824000,
2018-04-04,,,,,18.107946395874023,,,,18.196839318177474,,,,17.104991726987205,,,,17.104991726987205,,,,36997000,
2018-04-05,,,,,17.510847091674805,,,,18.264184133636046,,,,17.25853706021842,,,,18.198637472621755,,,,35339000,
2018-04-06,,,,,17.11846351623535,,,,17.62308354919389,,,,16.97839099671848,,,,17.141808079850684,,,,31239000,
2018-04-09,,,,,17.340246200561523,,,,17.93286010298969,,,,17.249558445236033,,,,17.314207701666867,,,,26567000,
2018-04-10,,,,,17.97325897216797,,,,18.14296128033442,,,,17.610508086131517,,,,17.860124100057003,,,,27077000,
2018-04-11,,,,,18.035215377807617,,,,18.268669526112834,,,,17.75237646758677,,,,17.80086382295351,,,,24498000,
2018-04-12,,,,,18.498533248901367,,,,18.581140903539303,,,,18.16002597026312,,,,18.300995885806035,,,,30843000,
2018-04-13,,,,,18.29381561279297,,,,18.72839855379307,,,,18.206719200712413,,,,18.725704620801825,,,,21614000,
2018-04-16,,,,,18.276750564575195,,,,18.488654978516056,,,,18.10166037235606,,,,18.429393603644595,,,,19411000,
2018-04-17,,,,,19.06510353088379,,,,19.111794354865278,,,,18.520078115619857,,,,18.60627708684959,,,,60845000,
2018-04-18,,,,,18.2965087890625,,,,18.367441600261895,,,,17.64373442885345,,,,17.97954951773321,,,,91149000,
2018-04-19,,,,,17.095117568969727,,,,18.060360746463655,,,,16.951453707102026,,,,17.830497882432002,,,,87734000,
2018-04-20,,,,,17.231599807739258,,,,17.514438802394086,,,,17.059203505452633,,,,17.12385104842985,,,,49807000,
2018-04-23,,,,,17.227115631103516,,,,17.63476107316172,,,,17.09961361235014,,,,17.374370880716963,,,,34889000,
2018-04-24,,,,,16.684778213500977,,,,17.548557904955622,,,,16.396551372358665,,,,17.40758626433346,,,,50347000,
2018-04-25,,,,,16.761098861694336,,,,17.022388086245375,,,,16.312148869030686,,,,16.70004266285533,,,,31248000,
2018-04-26,,,,,17.09601593017578,,,,17.328571004179558,,,,16.954146888123162,,,,17.140012836068387,,,,36113000,
2018-04-27,,,,,16.814075469970703,,,,17.301634518728182,,,,16.66502373919364,,,,17.264822002032567,,,,30448000,
2018-04-30,,,,,16.616535186767578,,,,16.96043031068889,,,,16.51776565465739,,,,16.822154335821075,,,,29902000,
2018-05-01,,,,,17.095117568969727,,,,17.11217857309349,,,,16.498014964196148,,,,16.533930073358913,,,,28337000,
2018-05-02,,,,,17.016998291015625,,,,17.235187990112248,,,,16.90655733148874,,,,17.08613628062749,,,,21948000,
2018-05-03,,,,,17.008920669555664,,,,17.107688506474993,,,,16.665922891772567,,,,16.858072412308672,,,,21815000,
2018-05-04,,,,,17.55124855041504,,,,17.677851383583455,,,,16.847294736346374,,,,16.880515906166742,,,,32827000,
2018-05-07,,,,,17.3725643157959,,,,17.684135644686386,,,,17.304323741662337,,,,17.608712393046524,,,,33047000,
2018-05-08,,,,,17.496479034423828,,,,17.576392762743648,,,,17.2450664239254,,,,17.29355379000895,,,,21481000,
2018-05-09,,,,,17.9328556060791,,,,17.95979321765575,,,,17.522514724029058,,,,17.562920285090023,,,,23909000,
2018-05-10,,,,,18.318050384521484,,,,18.3521706679855,,,,18.018152222700945,,,,18.068434385151555,,,,18903000,
2018-05-11,,,,,18.09717559814453,,,,18.3854007385663,,,,18.037914210268323,,,,18.175292804317333,,,,19455000,
2018-05-14,,,,,18.31985092163086,,,,18.848714574827998,,,,18.245325068077086,,,,18.415926522754887,,,,33437000,
2018-05-15,,,,,18.15463638305664,,,,18.34409364287949,,,,17.937344105435816,,,,18.264179928458212,,,,19214000,
2018-05-16,,,,,18.578441619873047,,,,18.693373007835653,,,,18.196834954170914,,,,18.26417640026723,,,,22545000,
2018-05-17,,,,,18.256999969482422,,,,18.52996061074254,,,,18.113336113533254,,,,18.466210481116,,,,26077000,
2018-05-18,,,,,17.553043365478516,,,,17.767641709884593,,,,17.255839087198428,,,,17.53149361911834,,,,52501000,
2018-05-21,,,,,17.94632339477539,,,,18.042398991335837,,,,17.643731249134962,,,,17.898735156096894,,,,25346000,
2018-05-22,,,,,18.225574493408203,,,,18.435682421973386,,,,18.13758067707115,,,,18.160027834539616,,,,27788000,
2018-05-23,,,,,18.255199432373047,,,,18.314460802746314,,,,17.94003676777921,,,,17.95619864831594,,,,19699000,
2018-05-24,,,,,18.350379943847656,,,,18.40245864339302,,,,18.02893196755223,,,,18.276751496649315,,,,21240000,
2018-05-25,,,,,18.140274047851562,,,,18.307284198216916,,,,18.063953365096772,,,,18.225575649293322,,,,22637000,
2018-05-29,,,,,17.983135223388672,,,,18.219283284773017,,,,17.80175978398154,,,,17.983135223388672,,,,20495000,
2018-05-30,,,,,18.122310638427734,,,,18.383599786961323,,,,18.020847188655353,,,,18.149246534081712,,,,28121000,
2018-05-31,,,,,17.794572830200195,,,,18.14654789627722,,,,17.764941297535422,,,,18.017251177886713,,,,30783000,
2018-06-01,,,,,18.198637008666992,,,,18.29740655737349,,,,17.840374755520564,,,,17.958000122150118,,,,34371000,
2018-06-04,,,,,18.370134353637695,,,,18.492248456496494,,,,18.010974723874114,,,,18.179779664232587,,,,28059000,
2018-06-05,,,,,18.22117805480957,,,,18.5488783856054,,,,18.184164827873527,,,,18.47575418940518,,,,25079000,
2018-06-06,,,,,18.01986312866211,,,,18.282564729446886,,,,17.773410774158375,,,,18.278952255281617,,,,39254000,
2018-06-07,,,,,17.04669952392578,,,,17.403287689051684,,,,16.68379383160041,,,,17.356344450011306,,,,127752000,
2018-06-08,,,,,16.97447395324707,,,,16.997946426322564,,,,16.73705105895714,,,,16.80295202448078,,,,52726000,
2018-06-11,,,,,16.584489822387695,,,,16.956424969115712,,,,16.537546584875734,,,,16.940173996161967,,,,54434000,
2018-06-12,,,,,16.87517547607422,,,,16.883299239955235,,,,16.551988111637773,,,,16.69191555372992,,,,36615000,
2018-06-13,,,,,16.66392707824707,,,,17.01690438341825,,,,16.613373100970204,,,,16.629622347685522,,,,44895000,
2018-06-14,,,,,16.35518455505371,,,,16.84086600098441,,,,16.337129073051106,,,,16.716285585778174,,,,43866000,
2018-06-15,,,,,16.106029510498047,,,,16.33081569314472,,,,16.069016275655898,,,,16.182764475642276,,,,43553000,
2018-06-18,,,,,15.725968360900879,,,,15.951656769225021,,,,15.70791287498713,,,,15.9453375213418,,,,45187000,
2018-06-19,,,,,15.649232864379883,,,,15.782841044899197,,,,15.392852205126268,,,,15.428059196131853,,,,37362000,
2018-06-20,,,,,15.756662368774414,,,,15.914643566117574,,,,15.634790421452873,,,,15.841521086471014,,,,27759000,
2018-06-21,,,,,15.89297866821289,,,,16.181859580221705,,,,15.833396937064423,,,,16.08436235851203,,,,32827000,
2018-06-22,,,,,15.771105766296387,,,,16.032905153295122,,,,15.612222307324503,,,,16.022975152342624,,,,29503000,
2018-06-25,,,,,15.437989234924316,,,,15.61763666494989,,,,15.131955129433576,,,,15.546320425056479,,,,36180000,
2018-06-26,,,,,15.701591491699219,,,,15.865893636183916,,,,15.503888596869063,,,,15.845129658020399,,,,35058000,
2018-06-27,,,,,15.328758239746094,,,,15.842425343157535,,,,15.327855981894833,,,,15.798190602320046,,,,26858000,
2018-06-28,,,,,15.425348281860352,,,,15.44972301098972,,,,15.019108535922795,,,,15.167161425825286,,,,33546000,
2018-06-29,,,,,15.604101181030273,,,,15.783748671718687,,,,15.549034170595357,,,,15.577017943885382,,,,32016000,
2018-07-02,,,,,15.622150421142578,,,,15.642010420648516,,,,15.221327625495803,,,,15.34590805589753,,,,21153000,
2018-07-03,,,,,15.098555564880371,,,,15.662776611984526,,,,15.066055344347868,,,,15.634791124073809,,,,20484000,
2018-07-05,,,,,15.511113166809082,,,,15.554445646925888,,,,15.282717971203352,,,,15.284522486786377,,,,23862000,
2018-07-06,,,,,15.695274353027344,,,,15.716038333980094,,,,15.2565360328777,,,,15.46416895494158,,,,23543000,
2018-07-09,,,,,15.980544090270996,,,,15.98957183298874,,,,15.554444276442231,,,,15.864089136384043,,,,20559000,
2018-07-10,,,,,15.924571990966797,,,,16.0626931732232,,,,15.807214787677559,,,,15.980542958734159,,,,19771000,
2018-07-11,,,,,15.280006408691406,,,,15.887559822427395,,,,15.240284689580305,,,,15.753049398254692,,,,34509000,
2018-07-12,,,,,15.465977668762207,,,,15.655555135298515,,,,15.321537202296586,,,,15.356744200101017,,,,26871000,
2018-07-13,,,,,15.508403778076172,,,,15.725966677895602,,,,15.461460552843869,,,,15.550832271380253,,,,21323000,
2018-07-16,,,,,15.508403778076172,,,,15.608609475747707,,,,15.416321842890275,,,,15.447918078924928,,,,18735000,
2018-07-17,,,,,16.000404357910156,,,,16.07262457121851,,,,15.394655446257381,,,,15.394655446257381,,,,24194000,
2018-07-18,,,,,16.368728637695312,,,,16.599834033149758,,,,16.163804213033792,,,,16.524003059541048,,,,32971000,
2018-07-19,,,,,16.08977699279785,,,,16.382268615091835,,,,16.053667745017933,,,,16.25949441765482,,,,20152000,
2018-07-20,,,,,16.05186653137207,,,,16.10873977668388,,,,15.879440557642756,,,,16.085269016561405,,,,17208000,
2018-07-23,,,,,15.783744812011719,,,,15.933602254874875,,,,15.484933905942349,,,,15.91554676786018,,,,22954000,
2018-07-24,,,,,15.652847290039062,,,,16.17644437559706,,,,15.617638572778903,,,,15.904714970298599,,,,23002000,
2018-07-25,,,,,15.599580764770508,,,,15.742214946886234,,,,15.386530888247421,,,,15.66187097533123,,,,22323000,
2018-07-26,,,,,16.00221061706543,,,,16.0365153512653,,,,15.527363050234657,,,,15.550833804231466,,,,38416000,
2018-07-27,,,,,17.154123306274414,,,,17.463766417106235,,,,16.661218584076014,,,,16.700940304165986,,,,80737000,
2018-07-30,,,,,16.957326889038086,,,,17.152321341935085,,,,16.780386202619592,,,,17.106280363216076,,,,34120000,
2018-07-31,,,,,17.21009635925293,,,,17.75716593217505,,,,17.12885010769627,,,,17.15864011295603,,,,34177000,
2018-08-01,,,,,16.817399978637695,,,,17.224542128027746,,,,16.776775989487334,,,,17.140585654201505,,,,25590000,
2018-08-02,,,,,16.890522003173828,,,,16.978993207717565,,,,16.576364080762545,,,,16.59080881587703,,,,18192000,
2018-08-03,,,,,16.907670974731445,,,,16.979891188379458,,,,16.77586904177718,,,,16.863436244535286,,,,15075000,
2018-08-06,,,,,16.99974822998047,,,,17.024122956789167,,,,16.805656116718957,,,,16.810170847835966,,,,17930000,
2018-08-07,,,,,16.783090591430664,,,,17.06023693192148,,,,16.57906844428319,,,,17.039472953219224,,,,27277000,
2018-08-08,,,,,17.154123306274414,,,,17.197454056894905,,,,16.674761057894024,,,,16.705453314194845,,,,21288000,
2018-08-09,,,,,16.654897689819336,,,,16.939265505754797,,,,16.49691652644716,,,,16.85260056935318,,,,32915000,
2018-08-10,,,,,16.07803726196289,,,,16.378654303667382,,,,16.01845555248629,,,,16.301017113291103,,,,29623000,
2018-08-13,,,,,16.082551956176758,,,,16.16831290745509,,,,15.892972850896468,,,,16.14664667479833,,,,21843000,
2018-08-14,,,,,15.950750350952148,,,,16.217964929685888,,,,15.926375623512994,,,,16.121369999295307,,,,19201000,
2018-08-15,,,,,15.60229206085205,,,,15.781939498527441,,,,15.427157633769161,,,,15.7476347636803,,,,29154000,
2018-08-16,,,,,15.73409366607666,,,,15.951656586690271,,,,15.554444510462623,,,,15.697080436936789,,,,26004000,
2018-08-17,,,,,15.338689804077148,,,,15.44792328052029,,,,15.014601850252971,,,,15.424452520933972,,,,42193000,
2018-08-20,,,,,15.462364196777344,,,,15.528265169538857,,,,15.073277607981748,,,,15.30799375518698,,,,25374000,
2018-08-21,,,,,15.743119239807129,,,,15.84332494420929,,,,15.489447076851874,,,,15.550833315899943,,,,27194000,
2018-08-22,,,,,15.624861717224121,,,,15.806315405723565,,,,15.59055697983088,,,,15.656457959314467,,,,17181000,
2018-08-23,,,,,15.596877098083496,,,,15.74853906857531,,,,15.554446872415248,,,,15.580627847225966,,,,22220000,
2018-08-24,,,,,15.568892478942871,,,,15.721458437702594,,,,15.47681051581943,,,,15.711526713193525,,,,20123000,
2018-08-27,,,,,15.907425880432129,,,,16.076241098626525,,,,15.613127931967702,,,,15.617640943604425,,,,31687000,
2018-08-28,,,,,15.720553398132324,,,,15.736802648803897,,,,15.419033976324503,,,,15.638403165056058,,,,35476000,
2018-08-29,,,,,15.583330154418945,,,,15.79276928354583,,,,15.515624674940192,,,,15.64291187173039,,,,23196000,
2018-08-30,,,,,15.569790840148926,,,,15.763882998596248,,,,15.540903097363396,,,,15.572499335076603,,,,21550000,
2018-08-31,,,,,15.625764846801758,,,,15.768399073072052,,,,15.502088366843328,,,,15.5526423570083,,,,22122000,
2018-09-04,,,,,15.523750305175781,,,,15.610415257827048,,,,15.196953939174247,,,,15.504792562016549,,,,26060000,
2018-09-05,,,,,15.530974388122559,,,,15.55625138039412,,,,15.27188349547309,,,,15.401880931611945,,,,29233000,
2018-09-06,,,,,14.448570251464844,,,,15.423544046371072,,,,14.443154122584797,,,,15.373894045971728,,,,56661000,
2018-09-07,,,,,14.406142234802246,,,,14.572248912368911,,,,14.310450400612726,,,,14.317671906026016,,,,31932000,
2018-09-10,,,,,14.395309448242188,,,,14.574957744007556,,,,14.28607599748036,,,,14.573151506679585,,,,22927000,
2018-09-11,,,,,14.126239776611328,,,,14.198961662528733,,,,13.925345631782994,,,,14.089878833652627,,,,35012000,
2018-09-12,,,,,13.668999671936035,,,,13.798990709401908,,,,13.546282036434448,,,,13.658091302816059,,,,50018000,
2018-09-13,,,,,13.91897964477539,,,,14.03624351015025,,,,13.728084516513972,,,,13.817168505143194,,,,31504000,
2018-09-14,,,,,13.949886322021484,,,,14.157144440096484,,,,13.807169884795602,,,,13.97715767455542,,,,24852000,
2018-09-17,,,,,13.826261520385742,,,,14.037155505727013,,,,13.80080894748477,,,,13.893529653704919,,,,19409000,
2018-09-18,,,,,13.967159271240234,,,,14.13260185262734,,,,13.8498953907643,,,,13.8498953907643,,,,15270000,
2018-09-19,,,,,13.925345420837402,,,,14.122603728455713,,,,13.882621335180957,,,,14.122603728455713,,,,21014000,
2018-09-20,,,,,14.115327835083008,,,,14.275316637145995,,,,14.028970292316794,,,,14.077148984674695,,,,24502000,
2018-09-21,,,,,14.151691436767578,,,,14.230776460926485,,,,13.95443313889042,,,,13.95443313889042,,,,41910000,
2018-09-24,,,,,14.066242218017578,,,,14.116238832713957,,,,13.8635301843152,,,,14.086241037278757,,,,19800000,
2018-09-25,,,,,13.752629280090332,,,,14.09078697315244,,,,13.681725317586437,,,,14.09078697315244,,,,34302000,
2018-09-26,,,,,13.527188301086426,,,,13.795350501038056,,,,13.41174236307408,,,,13.458103136775348,,,,34514000,
2018-09-27,,,,,13.687177658081055,,,,13.793533150684922,,,,13.50264568126966,,,,13.654452557697924,,,,22384000,
2018-09-28,,,,,13.789897918701172,,,,13.935341659750893,,,,13.557187239491155,,,,13.678997196187721,,,,21552000,
2018-10-01,,,,,13.657183647155762,,,,13.80444533928011,,,,13.560827102889714,,,,13.692635198867569,,,,23595000,
2018-10-02,,,,,13.733539581298828,,,,14.07624162652892,,,,13.569915789207842,,,,13.589913742170097,,,,28033000,
2018-10-03,,,,,13.832623481750488,,,,13.936252548490298,,,,13.655364011670493,,,,13.802625685264035,,,,16745000,
2018-10-04,,,,,13.545369148254395,,,,13.72626528364676,,,,13.419923369210194,,,,13.723537975342406,,,,26982000,
2018-10-05,,,,,13.444470405578613,,,,13.676271724095354,,,,13.344478036908198,,,,13.523555428721131,,,,23365000,
2018-10-08,,,,,13.279029846191406,,,,13.55446468158153,,,,13.208125872076787,,,,13.38084101424573,,,,24404000,
2018-10-09,,,,,13.132674217224121,,,,13.271755697048658,,,,12.849059240679416,,,,13.237212675070085,,,,39021000,
2018-10-10,,,,,12.706340789794922,,,,13.059951170558113,,,,12.613620967428078,,,,12.944505221600895,,,,45539000,
2018-10-11,,,,,12.509992599487305,,,,12.988139406167559,,,,12.361821540230453,,,,12.797244266864396,,,,39716000,
2018-10-12,,,,,13.054498672485352,,,,13.329932591257661,,,,12.796335397899968,,,,12.99723038842811,,,,37654000,
2018-10-15,,,,,12.954504013061523,,,,13.10721941017615,,,,12.759063674805905,,,,12.908143238726282,,,,26998000,
2018-10-16,,,,,13.20539665222168,,,,13.31266154945651,,,,13.023591095142674,,,,13.109948648063888,,,,45363000,
2018-10-17,,,,,13.379019737243652,,,,13.995337741800242,,,,13.289934879203047,,,,13.862620280047706,,,,87861000,
2018-10-18,,,,,13.189033508300781,,,,13.320842448909598,,,,13.036317223629304,,,,13.242665956274427,,,,43263000,
2018-10-19,,,,,13.199033737182617,,,,13.503556056637205,,,,13.128129776759152,,,,13.237212592738368,,,,41175000,
2018-10-22,,,,,13.114492416381836,,,,13.416288255212514,,,,13.057224140398777,,,,13.33811263723909,,,,27412000,
2018-10-23,,,,,13.307206153869629,,,,13.422652103701934,,,,12.688160851612706,,,,12.689978768371097,,,,38654000,
2018-10-24,,,,,12.663619041442871,,,,13.201761507922834,,,,12.649074837897627,,,,13.11267750265913,,,,39102000,
2018-10-25,,,,,12.959051132202148,,,,13.094495917045965,,,,12.67089091770558,,,,12.817244071369338,,,,31346000,
2018-10-26,,,,,12.64452838897705,,,,12.931780065598739,,,,12.413636470920412,,,,12.5863507135088,,,,37699000,
2018-10-29,,,,,12.342730522155762,,,,12.955412632420288,,,,12.128200757695705,,,,12.797242617447337,,,,37667000,
2018-10-30,,,,,12.659982681274414,,,,12.824515873416502,,,,12.259102940417431,,,,12.347278416934651,,,,40181000,
2018-10-31,,,,,12.883601188659668,,,,13.005410280427547,,,,12.74633850409806,,,,12.877238046557908,,,,28055000,
2018-11-01,,,,,13.804442405700684,,,,13.820805390401615,,,,12.953595809384455,,,,12.96632209364457,,,,57921000,
2018-11-02,,,,,13.772626876831055,,,,14.00806400566374,,,,13.641727332061386,,,,13.90170850481287,,,,29116000,
2018-11-05,,,,,13.418108940124512,,,,13.771719377902512,,,,13.223577946476144,,,,13.755357257649747,,,,22178000,
2018-11-06,,,,,13.82353401184082,,,,13.852623285388779,,,,13.31720726945965,,,,13.342660708906577,,,,32368000,
2018-11-07,,,,,13.788989067077637,,,,13.998973628154296,,,,13.741719762693352,,,,13.998065103212163,,,,25775000,
2018-11-08,,,,,13.788081169128418,,,,13.936252231266517,,,,13.566278838412993,,,,13.623547988156758,,,,12459000,
2018-11-09,,,,,13.439923286437988,,,,13.713540124379799,,,,13.352657215765676,,,,13.596275393727707,,,,18722000,
2018-11-12,,,,,12.990870475769043,,,,13.272667607279635,,,,12.91451187779396,,,,13.230852907006817,,,,24391000,
2018-11-13,,,,,13.085406303405762,,,,13.37447590921675,,,,13.009047721833763,,,,13.18721658961749,,,,28856000,
2018-11-14,,,,,12.97541618347168,,,,13.422655908598937,,,,12.8699691793762,,,,13.237215342979995,,,,24399000,
2018-11-15,,,,,13.308115005493164,,,,13.433559925861026,,,,12.871782925406423,,,,12.923597452026236,,,,32110000,
2018-11-16,,,,,13.453560829162598,,,,13.695361123965933,,,,12.87360283811469,,,,12.955415169997842,,,,37911000,
2018-11-19,,,,,13.066314697265625,,,,13.506282638197792,,,,13.049043187313739,,,,13.352657832342059,,,,25399000,
